#(
#(====================
#(  nu nu-bar gamma
#(====================
 
#( ARROW FROM 1200.0 300. DATA TO 1200 450. DATA
#TITLE 40 7E3 DATA 'NN013-24G'
#CASE              'GGUVV VVG'
#ARROW FROM 100 5E3 DATA TO 145 5000 DATA
#TITLE 20 4.5E3 DATA 'E0G1>0.1E0b1' SIZE 2.0
#CASE               ' XGX     X X'
#TITLE 20 3.E3 DATA '|cosQ|<0.85' SIZE 2.0
#CASE               '    G      '
#(  E_Gamma > 0.1Ebeam
#(  |cos_th_gamma| < 0.85
#(
#
#
#SET ORDER X Y dummy
#( 100.23740 42674.744668249505 128.62900660990007
 130.62598 7501.1733038746506 29.059542741998079
 170.22736 2959.6957117453951 11.357990948165182
 221.83453 1665.4295008038823 6.9496598253598518
 289.08765 1159.1615985483468 5.5104649104799117
 376.72949 929.11149070094376 4.4762934970958383
 490.94092 797.42712206540858 3.8912260054007217
 639.77783 692.15755196706186 3.4235356127974377
 833.73877 595.29794852860124 2.8306978834287773
 1086.4995 501.80677034350890 2.2422761017602968
 1415.8896 429.96540343768771 1.9604669315328274
 1845.1396 350.58249441790849 1.7513732635745571
 2404.5283 279.99607965908694 1.0547909010558110
 3133.5000 221.40925114860991 1.0745971126481000
 4083.4707 171.37001788741562 0.77876830453920945
 5321.4375 131.98456616616198 0.59705707605394071
 6934.7344 99.723928169813728 0.47541840255838654
 9037.1172 73.371211660921659 0.36263771288921465
 11776.859 52.495372148795262 0.24947288177136001
 15347.203 36.519868326160704 0.17657919247295087
 20000.000 24.292730513477707 0.11964580811537218
