#
# SM data
#
10.000 995.47 3475.5 1.0000e-20 1.0000e-20 1.0000e-20
13.500 546.21 1980.6 1.0000e-20 1.0000e-20 1.0000e-20
17.000 344.46 1256.9 1.0000e-20 1.0000e-20 1.0000e-20
20.500 236.91 866.15 1.0000e-20 1.0000e-20 1.0000e-20
24.000 172.89 632.86 1.0000e-20 1.0000e-20 1.0000e-20
27.500 131.74 482.98 1.0000e-20 1.0000e-20 1.0000e-20
31.000 103.75 381.33 1.0000e-20 1.0000e-20 1.0000e-20
34.500 83.869 309.56 1.0000e-20 1.0000e-20 1.0000e-20
38.000 69.259 257.39 1.0000e-20 1.0000e-20 1.0000e-20
41.500 58.232 218.71 1.0000e-20 1.0000e-20 1.0000e-20
45.000 49.732 189.78 1.0000e-20 1.0000e-20 1.0000e-20
48.500 43.076 168.29 1.0000e-20 1.0000e-20 1.0000e-20
52.000 37.814 152.85 1.0000e-20 1.0000e-20 1.0000e-20
55.500 33.644 142.76 1.0000e-20 1.0000e-20 1.0000e-20
59.000 30.374 137.97 1.0000e-20 1.0000e-20 1.0000e-20
62.500 27.903 139.19 1.0000e-20 1.0000e-20 1.0000e-20
66.000 26.224 148.31 1.0000e-20 1.0000e-20 1.0000e-20
69.500 25.463 169.40 1.0000e-20 1.0000e-20 1.0000e-20
73.000 26.007 211.32 1.0000e-20 1.0000e-20 1.0000e-20
76.500 28.871 295.23 1.0000e-20 1.0000e-20 1.0000e-20
80.000 36.996 480.56 1.0000e-20 1.0000e-20 1.0000e-20
80.125 37.469 490.77 1.0000e-20 1.0000e-20 1.0000e-20
80.250 37.960 501.34 1.0000e-20 1.0000e-20 1.0000e-20
80.375 38.470 512.28 1.0000e-20 1.0000e-20 1.0000e-20
80.500 39.000 523.63 1.0000e-20 1.0000e-20 1.0000e-20
80.625 39.551 535.38 1.0000e-20 1.0000e-20 1.0000e-20
80.750 40.125 547.58 1.0000e-20 1.0000e-20 1.0000e-20
80.875 40.721 560.23 1.0000e-20 1.0000e-20 1.0000e-20
81.000 41.341 573.35 1.0000e-20 1.0000e-20 1.0000e-20
81.125 41.987 586.98 1.0000e-20 1.0000e-20 1.0000e-20
81.250 42.659 601.14 1.0000e-20 1.0000e-20 1.0000e-20
81.375 43.359 615.85 1.0000e-20 1.0000e-20 1.0000e-20
81.500 44.089 631.14 1.0000e-20 1.0000e-20 1.0000e-20
81.625 44.849 647.04 1.0000e-20 1.0000e-20 1.0000e-20
81.750 45.641 663.59 1.0000e-20 1.0000e-20 1.0000e-20
81.875 46.468 680.82 1.0000e-20 1.0000e-20 1.0000e-20
82.000 47.331 698.76 1.0000e-20 1.0000e-20 1.0000e-20
82.125 48.231 717.45 1.0000e-20 1.0000e-20 1.0000e-20
82.250 49.172 736.94 1.0000e-20 1.0000e-20 1.0000e-20
82.375 50.155 757.27 1.0000e-20 1.0000e-20 1.0000e-20
82.500 51.182 778.48 1.0000e-20 1.0000e-20 1.0000e-20
82.625 52.256 800.63 1.0000e-20 1.0000e-20 1.0000e-20
82.750 53.380 823.78 1.0000e-20 1.0000e-20 1.0000e-20
82.875 54.557 847.98 1.0000e-20 1.0000e-20 1.0000e-20
83.000 55.790 873.29 1.0000e-20 1.0000e-20 1.0000e-20
83.125 57.082 899.78 1.0000e-20 1.0000e-20 1.0000e-20
83.250 58.437 927.53 1.0000e-20 1.0000e-20 1.0000e-20
83.375 59.859 956.61 1.0000e-20 1.0000e-20 1.0000e-20
83.500 61.352 987.10 1.0000e-20 1.0000e-20 1.0000e-20
83.625 62.921 1019.1 1.0000e-20 1.0000e-20 1.0000e-20
83.750 64.570 1052.7 1.0000e-20 1.0000e-20 1.0000e-20
83.875 66.305 1088.0 1.0000e-20 1.0000e-20 1.0000e-20
84.000 68.131 1125.2 1.0000e-20 1.0000e-20 1.0000e-20
84.125 70.056 1164.3 1.0000e-20 1.0000e-20 1.0000e-20
84.250 72.085 1205.5 1.0000e-20 1.0000e-20 1.0000e-20
