#
#(
#(  Cross section of Z Gamma
#(  
#TITLE 300 5E4 DATA 'ZG'
#CASE                 ' G'
#TITLE 300 3E4 DATA '|cosQ0Z1|<0.8' SIZE 2.0
#CASE                 '    GX X     '
#ARROW FROM 300 2E4 DATA TO 200 6E3 DATA
#
#SET ORDER X 2 Y 1000.
500  0.15049
400  0.23754
300  0.43168
250  0.63563
200  1.0352
175  1.4013
150  2.0168
125  3.1926
100  5.9791
#JOIN
